ID,Month_ago,Score,Reviews
74438,12,1,"**WATER SHUT OFF WEEKLY. READ PREVIOUS REVIEWS & SEEMS LIKE ITS BEEN GOING ON FOR YEARS.** I dont live here(THANK GOD) but my love does. My love doesnt want to leave a review in fear of retaliation from employees, so i will. The maintenance people seems like they have no clue on how to fix anything. Example: told office ac is not working right (set thermastat at 60 degrees apt stays above 80 degrees) they sent the bald maintenance guy. He said to buy curtains...curtains. He then began to explain that ""its hot outside so it will be hot inside""...LMFAO!! Then whats the point of a thermostat lazy maintenance guy. Put in another complaint about ac a week later..yes a week later. Different guy came and said ac had no freon...smh..he put some in ac works fine now. I mean i can go on and on about maintenance there; ac, dishwasher, SHOWER!!, wall plugs..nothing works right. Shower goes from warm to scolding hot to below zero then warm again and so on. Now they shut the water off completely a couple times a month..with no solution to the problem..then some of the people that do live here(men) do that uncomfortable stare, whistle and occasionally turn their car light on to see exactly what they are staring at. Creepy. Make a complaint or request a repair for anything that isnt working they will look at you like you are stupid and give attitude like if youre asking for too much. **DO NOT LIVE HERE**"
74438,12,5,NIL
71123,0.5,5,NIL
71123,1,5,Beautiful community.. Wonderful staff and very helpful maintenance. Located by a shopping center.
71123,5,4,Great location close to I35 & hi-way 45
71123,5,5,"The Hubby and I have lived at Rock Springs Duplexes for close to 5 years. We were seeking a quiet and peaceful place to reside, and Rock Springs Duplexes certainly fits the bill on both accounts. The maintenance team here is really great (especially Raul), and they're also quite responsive (like when there was a challenge with our air conditioning unit, and it was way hot). The staff at Rock Springs is nice, and we have found them to be very helpful (kudos to Jana and Beth). We love that we're only 20 minutes from fun-filled downtown Austin, and there's a Sprouts Farmers' Market store 5 minutes away which is terrific. The length of time we've resided here should speak volumes about this community. The Owner has made upgrades (made upgrades to fences, painted outside of houses, put up new roofs, etc…), and this shows that they care about the safety and appearance of their community. If you have a pet, this community is definitely pet friendly. We thoroughly enjoy the thoughtfulness in design of the interior, and I'm referring to both the open floor plan and the numerous windows for allowing in the gorgeous sunshine! The stunning brilliance of sunshine streaming in throughout the house makes the dwelling so lively and cheerful. With this open floor plan… Loved ones are happily together whether they're in the kitchen, dining or living areas. This is a pleasant, quiet yet neighborly, family-oriented, cozy and comfortable place to live. The Hubby and I have found it to be a safe environment as well. For the area and location, the monthly rent seems reasonable. Personally, my husband and I prefer no to little steps like we have here (only a couple of steps up and we’re inside the house). It's ultra convenient to have just the 1 floor, and it's even better that there's no one residing either above or beneath us. We absolutely appreciate being able to park our vehicle in our own driveway, and then we walk just a few steps to our front door. The privacy fence that we have here is superb for chillaxing out in the backyard, and this is whether you’re alone or with some company."
71123,8,4,I just moved in a couple months ago and I like it so far the neighborhood is nice and the staff is great. Jana is super friendly and helpful and really nice to talk to. Elementary school is right across the street so its very convenient.
71123,8,5,"I’ve lived here for 2 years meow, and I have no plans to leave any time soon. Great neighborhood with friendly neighbors. Elementary school nearby for an added conviene. The great open floor plans are an added plus. An they are very pet friendly...this is home for me. The Manager is awesome, caring and attentive, always looking for ways to make our community better. My only complaint is my grass , we have lawn service provided, they need to step up there game to meet the high expectations of our community."
71123,8,5,"We lived in the neighborhood for two and a half years, and during that time, most issues were normally resolved quickly or a good explanation was given when more time was required along with a work around. The neighborhood is busy due to primarily having families residing, but it is never too loud late at night. Many retail options are available within a short drive, and a convenience store is within walking distance. The only reason issue we had was the train running all day and night, but it is only a nuisance if your backyard faces the train tracks."
71123,9,4,New management cares more about the tenants than previous company. Size of duplexes and backyards are decent.
71123,9,4,The new owners and staff have made living here so much better.  They have been working very hard to spruce the place up and have done a lot of work to fix issues that the old management ignored.  I enjoy living here again.  They are always very nice and accommodating when we contact them.
71123,12,5,"The new manager Beth is very dedicated and seems to really care about her tenants. She is warm, friendly, and hard working -  I am really impressed with her! I love all of the new upgrades in the units - huge improvement!"
71123,12,5,I am a returning tenant after being out of state for three years. I contacted the office and found out they had new owners once I moved back to Round Rock I went to get more information that is when I met the new property manager Amanda. We spoke about a good hour just about my move and life LOL... I realized then that I had made a great choice in coming back to this community. Once I moved in I had an issue with the water heater and one of the rooms was flooded. Immediately Amanda and all her staff were at my duplex and didn't leave until the water heater was fixed and we had water! I was so impressed with the excellent service and not once did the maintenance staff complain that they were there until almost 10pm! I received a call the next day from Amanda just wanted to make sure all was OK! The maintenance staff were also making sure the room was dry and they came and replaced the carpet/padding! What a great team!! I would recommend this property in a heart beat!
74623,0.5,1,IF I COULD GIVE ZERO STARS I WOULD!!!! I called about apartments and Mary just hung up and I have seen a lady that works named Mary  BULLY KIDS!
74623,6,1,"Noise level in my building is ridiculous.
I've been complaining about the noise level since monving here six months ago. Hold tenants accountable. One person can make apartment living miserable for everyone."
74623,8,4,"Nice, friendly Place to live. I have lived here almost 2 years and plan to stay. The office folks, Mary and Andrea and maintenance folks are so polite and helpful. Grounds/Common Areas are kept up and maintenance taken care of quickly. I would recommend this place!"
74623,9,1,"Buyer Beware!

I lived there alone for over three years, paid my rent on time, and rarely had a maintenance issue.  As all leasing people are in the beginning, they were very friendly.  When I left though, they were unfair, uncommunicative, and greedy.  

Their online rent payment system is a third party company.  They tried to charge me a full months rent for my last month, even though I was only there 5 days.  I refused to pay it so Madison charged me for TEN days.  Just to get out of there I agreed.  When I finally got Madison's bill it was one day past due, so they also charged $165 late fee even though it was their fault!   

There were other shady things they did I found out after I moved.  They don't communicate with you, they just start charging fees that are very hard to fight.  

AVOID MADISON AT DELL RANCH"
74623,9,5,"When I came to Madison at Dell Ranch, I needed to move out quick of where I was. Andrea was super nice and helped us move in right away. The pricing of the apartments is fair, especially because they have been renovated lately. The community is very laid back and private. Even the pool is awesome. I love living here and I’m definitely gonna renew my lease soon!"
74623,9,1,NIL
74623,12,5,"I was new to Austin area when i moved in here 2 years ago.Was looking for someplace comfortable,relaxing,quiet and safe for living.I found madison at dell ranch and fell for it in first sight!!
Really great community and great property admins who really care and look after.This propert remains the best choice in Dell /Round rock neighbourhood in my view.!! So far great memories here ..and i hope it continues!!!Keep it up Mary and Vanida!!"
74623,12,5,"I've lived here for almost 3 years and I would recommend these apartment to anyone. MARY IS. ABSOLUTELY AMAZING!!! She is honest, caring, and very easy to talk to. I honestly couldn't ask for a better property manager. The maintenance staff is quick and friendly (shout out to Mario for always going one step above to make sure any issues are fixed quickly and to profection.) These apartments are always clean and loved like it was their own home. If you choice an apartment in round rock make sure its these, you won't regret it. 

Thank you Madison at Dell Ranch staff for all your hard work and all you do for us!"
74623,12,5,"Would Definitely Recommend this place :) 

Pros: 
1) Friendly Staff, Always proactive on attending the maintenance Issues. Friendly Customer Service. ( Esp. Vanida and Mary 
2) Occasional  Pool Parties for the residents. 
3) Jacuzzi 
4) Pretty Decent Apartments for the price.
5) Gated Security 

Cons: Visitor Parking , Some Pest Issues, Weekend Pool side Noise"
74623,12,5,Mary is amazing! I have lived here for 3 years and I love it! The maintenance team is very quick to respond to any issues and the office has amazing customer service!
74623,12,4,"I have to say this place has been great so far.  No one seems to bother and vice versa. The office staff has always been great torwards me and the one time I thought I needed maintenance they were quick to respond. Sure there are kids playing but that's what kids do and that's not the apartments responsibility that's a parental issue. Everyone I've come across has been nice and friendly and for all that was included with the cost I can't complain. 😃 it's been a breeze, very little interaction needed, I pay my rent through the portal, my trash gets taken out when needed. I think it's all left up to interpretation if ur going to have a negative attitude ull most likely get a negative response. I'm just speaking for myself and I have to say so far it's been a great living experience versus my previous residence where i overpaid and was mistreated. The only reason I gave 4 rather than 5 stars is I do agree in wishing there was a better parking situation for visitors. Can't win em all lol peace to all 😃"
73864,0.5,2,Lived here for half a year.
73864,2,5,I like it better now that Shannon is gone it was a horrible nightmare like a bad Freddie dream. The new people that have taken over now it is way much better better.
73864,2,5,I moved in September of 2018 they were friendly and welcoming the two ladies I met Miss Hale and Sara that works in the office. So far if I have had any issues they address it the same day. I have no complaints this is a nice place to stay.
73864,2,1,New management is horrible! Maintenance team can't seem to figure how to fix oven' s heating elements that has been out since before Thanksgiving 2018. 😡
73864,3,2,NIL
73864,3,1,"They did a lease addendum allowing me to move out early years ago due to crime in the area and come to find out they sent me to collections for a months rent and fees moving out early even though the amended my lease to allow me to move! Mind you I also had to deal with roaches, dirty grounds, and even a rat in my apartment while living there. Ridiculous."
73864,4,3,NIL
73864,6,3,NIL
73864,8,1,"I lived in this complex for 2 years, I was robbed at gun point and someone kicked in my door and stole my stuff...all management said was did you take a picture? Yea sure did as I’m being robbed for my cell phone and got fined for a door that was kicked in. Short story I was charged 1400 for the door."
73864,8,5,"The manager Shannon made our move ridiculously easy, going above and beyond to guide us through a stressful early lease termination from our previous apartment complex because of my special needs son's health issues. 
She gave the impression that they are very accommodating to reasonable accomadation requests for special needs or disabled folks so long as you go through the correct procedures... doctor's recommendations, forms from the office, etc. which will be such as blessing as my boy has enough hurdles to deal with and having his living space be an assault on his health and sensory issues when a home is suppose to be a safe haven just is not acceptable. Throw in Round Rocks great school scores, special education reviews, close proximity to the 'North Austin Special Needs Parents' Meet Up group, walking distance to grocery, pharmacy & fast food on top of Red Hills Villas friendliness & willingness to make your stay with them pleasant and I can see us putting down our roots permanatly here. I look forward to meeting our new neighbors and exploring the area with my son."
73864,10,1,My friend was robbed at knife-point in his own apartment by what turned out to be another resident at the complex. This was years ago but it doesn't seem much safer today.
73864,10,2,"it was long process to get into the apartment that i wanted to be in. But shannon fought to get me in.. it was a headache but she did what she said she would do. I havent stayed in my apartment over night yet, so i dont know about the noise making but i will keep you updated.. Thank you again shannon for helping me and my son out."
73864,10,5,"Hands down the best place! Shannon from the front office was AMAZING! I am a single mother going through a separation, I struggle with daycare needs, and just trying to make it. I applied here and she welcomed me with OPEN arms and very open communication! I explained some of my issues and for the most part i thought it was going to be another fall through. I put all I had into trying to get a home for my kids and myself, I was on the last day at my other place and Shannon called me and I was approved! BY MYSELF I DID IT, I met the needs required, Shannon and I talked every day trying to get things to work. Not just my kids were happy but I was to open the door to our new house knowing it's a new start! I walked down to the office and let her meet my daughter and chat for a few about some things and even my daughter said "" I think me and her will get along great "" . Which is good to hear her say coming from the mess we were in. My kids are happy I am happy and we are making friends here. The place is kept up well, We noticed maintenance is very quick and handles orders and a timely manner. If your interested in this place I recommend it over some of the other properties. We came from Summer set and the office manager their is pretty sure she is better than anyone. So it was very comforting that Shannon put her time and effort into Me , my kids, and our happiness! I would give more than 5 stars if i could!!!!! 

*** Shannon, You are the best apartment manager , I love how you can stay in contact with your residents so well. :) You made the moving experience the best ever! Thank you so much for helping us and greeting us with WELCOME HOME!!!!!!!!!!!!!!!!!!!!"
73864,10,1,"These apartments should really be ashamed of themselves. They APPROVED my friend for an apartment 3 weeks ago, only to tell her on the DAY OF MOVE IN that she could NOT move into the apartment because she makes too much, which she doesnt according to their income restriction list. She even offered to show them her tax return statement to prove she doesnt make the number they've calculated up and they will not take it. If she made too much, why wait until she has packed all her and her son's belongings to tell her that she cant live there when they could've told her 3 weeks ago and she could have had time to find another place. It is so sad that they can get away with things like this. So now, shes damn near homeless because someone on their end freaked up. Its just not right, and they have to know it. If only everyone lived by the golden rule.."
73864,11,1,Shannon is a thief!!! If & when you move out & trust me you will move out the moment your lease is up she will toss any fine at you for any reason aswell as try and ruin your credit in any way she can ..shes been sued b4 & lost ..i have no idea how such a spiteful person could possibly have a job still DONT MOVE HERE STAY FAR FAR AWAY!
73864,12,1,"I moved to Red Hills Villas at the beginning February 2017. At first I Loved it here. By the Summer I changed how I felt about this place. When you meet the property manager she is so sweet. Then someone tried to Rob my apartment.  Shannon asks me ""DID YOU TAKE A PICTURE OF THE GUY"".?. Who has time to take a picture. I came home one day and someone had broken into my apt. I'm going to be moving very soon i just got  myself a rental home. I paid a pet fee for $400, my yorkie died so my son bought a Boxer, today I got a $ 100 fine  for having a Boxer, which was not on the list of dogs you can't have. There are so many Pit bulls on the property,which are on the do not list. I believe I'm being bullied because the know I'm moving. Please do not be fooled, Don't rent an apartment here. There was a shooting,the pool looks beautiful, but they clean it once a week, one day when I was in the pool a dead bird was in the filter. It's only open for a short time. People and Teenagers go in the pool all night blasting music. Of course we are asked "" Did you Take a Picture"" ? Can you believe that."
73864,12,5,So far so good. I have no complaints..Managers are pretty cool..apartment is cozy just the way I like it. And the kids already had friends over here..so we are so comfortable here…
73864,12,5,"Love this community, it's close to shopping and work. The girls in the office are always friendly and make you feel welcome."
73864,12,4,"Recently when visiting a friend, I noticed how well the grounds are kept neatly and the pool area looks so serene.  You want to dip right in.  It's sad there are so many bad reviews as I thought the complex is kept neat and tidy and the people I came into contact with were friendly."
73864,12,3,Just visiting
73864,12,1,Well I was going to consider moving here but never mind because I am not filthy nor do I want my grandson around such violence. I take pride in what I payed for so thank you guys for the reviews👍 
73864,12,1,"Where to beginning... Out of all the places I have lived this is the most insane place I have ever lived. Getting into these apartments was a complete joke, we were given a move in date and they wouldn't give us the keys because one of the office workers kept ruining our application. We read the reviews before moving in and thought the reviews were probably written by people who didn't obey the office rules and wanted to make the apartment look bad... But then we got first hand experience on how HORRIBLE these apartments are. The price is outrageous, the apartment community is dangerous, and the restrictions are outrageous. Not even two days in moving in we found German cock roaches in our kitchen. Carpets were filthy and covered in stains. The up stairs neighbors we had were elders and they watched their nephew who constantly would stomp and run morning and night. The office said they couldnt do anything because the noise was from a child, the child was not on the lease nor lived there. We got a letter stating we were going to be fined for having CHAIRS on our porch. We shut that down real fast. Now, on to the safety... There is absolutely none. Being home alone is Absolutely terrifying, you'll find yourself thinking of every possible bad situation that could happen to you and you'll plan how you would react and protect your family. We have had kids run into our apartment while my significant other was walking our dog. We have had groups of kids standing outside our door encouraging each other to break in (I was watching out the peep-hole) these kids range between SIX & SEVENTEEN. You'll find people looking through windows checking if your home or not so they can break in. You'll see tons of slashed tires and many car break ins. There was also a shooting in the complex. Not even a week after the shooting rent was jacked up. I could go on and on. Please take all these reviews SERIOUSLY, and keep your family save and consider somewhere else."
73864,12,1,"Stay away from this place at all costs! It's not safe. Go live with a loved one to get back on your feet. First of all, my family and I were put through the ringer just getting into this dirty place. After finally moving in, I really began to worry for my family's safety. There's roaches, condoms, needles and paraphernalia everywhere. People here are bound and determined to take what you have and are not afraid to walk right into your apartment in broad daylight. The police practically live here dealing with all the gun play, drugs, and violence. Its not worth worrying if I'm still going to have a family when I get home from work. After last week's shooting they jacked up the rent again. We're now paying almost 1k/month to live in ""Compton of Round Rock"". The ""office people"" seem nice enough but could care less about any situation, as long as they get their check. The repair guy does all he can and seems very respectful. If you love your family and have any self respect, stay away from this place. Its dangerous, dirty and deceptive."
73864,12,1,"Horrible place.
Roach all time, police i thinkg every other day, drugs vendors, smell marijuna all time, That Is not Safe Place for kids.
The playground is sometimes with broken glasses.
Horrible place, muchss cockroaches, police almost every day, drug dealers and always smell
Marijuana.
He
Children's Place almost sienpre this XON broken videios"
73864,12,1,"Shootings, robbery, and related ghetto activity are what you'll find here. What a shame "
73864,12,1,One all of these people r a lie the only thing that was TRUE was that you have to pay for gate that never works. The police is there almost every  night . There is a man named pawl he fixed the gate but the gate has been broken for at least five years or more.The landlord  is really  disrespectful  where alot of the people are moving as we speak .i have lived there for eleven  years and not one thing changed the one thing that did change was the violence.The violence went from ok to really bad. One time their was six police trucks  overe some argument that went bad real  quick.If you don't believe me go there for a month and you will see what I am talking about
73864,12,3,NIL
73864,12,2,Is really dirty
74060,0.5,1,Move here if you love overpaying for a big infested apartment.
74060,2,5,I am very pleased with Rocking Horse Ranch. I recently moved into the Brazos floorplan which is the (slightly) larger one bedroom. I love the patio. It’s huge and the storage outside is very spacious. I do wish it had a lock on it. I like how the patio door isn’t in the living room which gives me more space to work with. The w/d area in the apartment is tiny but there are shelves and I’m glad it’s behind a door. My favorite part is the spacious bathroom. Maintenance is very friendly and knowledgeable and most importantly efficient!
74060,4,5,NIL
74060,5,5,"My boyfriend and I have lived here for a few months, we absolutely love our apartment! Our air conditioner was giving us a hard time, we let the office know and the maintenance was there ASAP, very kind and fixed it right away!  Every time we’ve went into the office or needed anything the ladies in the office were very friendly and helpful! We also love that we can pay our rent online. Definitely recommend this place. 👌  "
74060,6,3,"Do not waste your time or money on this place. This has been the worst place I have lived. In the year I’ve been here, my AC has gone out twice during the summer, both times taking over 48 hours to repair. Maintenance just enters your apartment whenever they wish without warning. I’ve had wireless headphones stolen from me by maintenance, and the management did nothing to help me get them back. They threatened to tow my vehicle due to an expired registration, which is none of their business. The apartments are in poor repair. During the winter, you can hear the rodents crawling in the walls. Behind the kitchen appliances are gray, dusty and dank. It looks like the only thing they do to make the place look good is cover up the messes. Parking has also consistsntly been atrocious. The front gate is always broken, leaving the complex open at night. I’ve even witnessed a car here get robbed. 

The only good thing about this apartment is that it’s across from HEB. I would not recommend even looking at this place, unless you like any of these things listed above.

Edit: Management at the complex let me out of my lease early because of my dissatisfaction. Moving out was a quick and clean process. The headphones that were stolen from me after maintenance entered my apartment are not getting replaced because I did not have “evidence.” Bumping the review up from one star to three because of the professional way that management handled the situation. I’d still reccomend that you find a different place to lease."
74060,7,4,"I have lived here for almost 6 months now. Yes, the building and interior needs updating BUT......I love all my storage and closet space. The office personnel are friendly and hospitable.
The real only issue I have it, the tenants behind me smoke in their apartment and it goes into my apartment everyday."
74060,7,5,NIL
74060,8,1,Trust me dont do it.  Ladies in the front office are very dishonest and rude.  The ceiling collapsed in the shower.  Trash everywhere
74060,8,3,"*Update* after talking with the front office I am putting an update on this review. As many of the concerns that I had were adressed.

In my earlier review I wrote a fairly detailed negative review because of many issues and concerns that I had with the complex. Mainly regarding misinformation and the overall upkeep. 

And no the office did not threaten me at all, they simply took the time to talk with me to adress the issues we were having as well as other concerns regarding the complex.

______________________________________________

I've lived in this complex for around 2 years and I would not recommend it to someone looking for a large place. It is a fairly small place not to far from everything you need as well as the main roads you will need to use. 

Maintenance has no schedule for you and expect you to be home at all times of the day and night when there is an issue. The air conditioning does not work the best in the summer making the appartments fairly warm when you are on the top floor. 

They have some rather odd dog breed restrictions for the tenants, including bull dogs, grey hounds, as well as the usual banning of pitbulls. Though I dont agree with these restrictions they also have a ban on large breeds which is upsetting but understandable as it is a smaller complex."
74060,8,1,"My boyfriend lived here for a year and a half and I stayed with him frequently, so I saw firsthand just how useless management is. Simply put, this place tries to scam you for money. Maintenance requests for mold were never met but after he moved out, they charged an insane amount for renovations on things that he requested to be fixed multiple times, while he lived there, but NEVER WERE. Like the mold. So they expect you to live in horrible conditions, never attempt to fix it (even with multiple requests), and then charge you for their own neglect? Seriously?
Also the parking is an abomination. There are not enough spots for the number of people who live there. One night I parked on a curb (there was NO red marking or sign that said “fire lane”) and I had seen dozens of cars park there before. My car was towed the next morning and when I went in to the office, they said I should have “just known” it was a fire zone. They should really mark the curb with red paint OR put a no parking sign-that’s what literally any other fire zone has! It’s like they do not care about their tenants and just want to take their money. Management should be ashamed of themselves. Y’all are a bunch of money grubbers."
74060,8,1,"I have never written a review about anything, ever, but I've had such a bad experience with this place I felt compelled to warn others... This place will try and rob you if you leave, they will try and knit pick you and take money away from you for any and everything. I just left this complex after having continuous issues with water leaks, mold all over our apartment and serious lack of parking. After multiple attempts to resolve the issue, the management would either do nothing about it, or they would have staff show up with no scheduled appointment, when neither me nor my roommate were home, to attempt to do maintenance and couldn't because my dog was not caged. I have multiple documents of work orders with no work performed on them, and then they try to charge me to rennovate the place. It is atrocious and i know they do the same to others, my neighbor had the same issues. If i could write a negative 5 star review I would, but this will have to do. DO NOT LIVE HERE YOU WILL HIGHLY REGRET IT!"
74060,8,1,"Just go somewhere else. I have never been more disappointed than here. Very careless management. People at the office treat you like a lesser person . They only see you as money. I'd pay ten times more at a place where I could be treated like a normal human being not a lesser person and that is anywhere else but here.
You have been advised"
74060,8,1,"
By far the worst place i have ever lived in. They treat you like nothing. They only care about the money and they will try to find every single occasion to charge you for something. Won't go the extra mile to make your stay pleasant. Not flexible at all. I wish I have never applied to live there in the first place. There are a lot of other much greater places out there and this is diffently not one of them. Too bad I can't give them zero stars because I feel one star is too much for them."
74060,12,1,"I did give this place 4 stars until I tried to move out and the office wouldn't help me with reserving spots so my POD could be delivered and removed without possible damage to the cars next to the spot they were putting it in.  I asked 3 times and got ""No"" from everyone, so I had to cancel my delivery with 2 days left and scramble for another means of moving. 
Apparently they're only nice to you when it benefits them or if you're a resident. Leave or write a bad review and you get a cold shoulder.  I can't wait for my move out inspection and to see what charges they hit me with after living here 13-14 years (As the place is required to be cleaned, repainted and new carpet placed before any new tenants moved in - my paint is the same since I moved in - carpet and appliances as well)"
74060,12,4,"I recently posted a review about Rocking Horse Ranch, which i did express a few issues while living at the complex. I honestly did not expect to hear back from the management team. I was really surprised when I received a call from Cristina who seemed really concerned and was eager to address my concerns. She really went above and beyond to make sure I was taken care of. Overall all the management team turned my negative experience into a positive one by showing that they do care about their tenants. A few upsides to the complex is the size for your money. The rooms are spacious and they are constantly keeping up with the maintenance. We never had an issues with anything not being replaced or fixed in a timely manner."
74060,12,5,"I’ve lived here a month now. I love it here. I’ve had service requests handled in less than 3 days, the ladies in the front are nice and have reached out to me to make sure that my service requests were handled to my liking, the area is clean and my apartment is beautiful. My family and I are very happy here and so glad we didn’t allow the negative reviews to keep us from moving here."
74060,12,1,Done with this place.. Haven't even lived here 6 months yet and apartment conditions below standard.. bad experiences with other tenants. Office staff is pretty much worthless in regards to resolving issues. Don't with this place. Is this how apartments are now days? Service and common sense/ courtesy are apparently not stressed anymore. Done with this place and leaving when lease up and going back to house life.
74060,12,5,"My wife and I lived here for 2 years, and we have no complaints. It’s not bad for the price, and square footage. The staff was very friendly, and fixed issues quickly."
74060,12,5,NIL
74060,12,1,"This place is an absolute joke. From the catty office employees to the manager herself. They come into your apartment without leaving notes or checking with you before doing so. I've had 2 employees walk in on me half asleep without notice of them coming to do routine inspections. They've lost contract documents we signed (I know because I have my signed copies) then expect you to come in at their time and re-sign. My cabinet door has been broken for over 2 months. I've called about this, made a maintenice request AND gone in person to ask for this to be fixed only to hear they will fix it asap and this is still broken. I have gotten office calls at 1 PM on a Saturday complaining about doors being slammed, I'm not sure they know their own rules since Its broad daylight, I'm guessing they expect you to tippy toe around your place 24/7. I have been told my dog ""moves in the cage"" whatever that means, and barks during the day like I have not paid a pet fee and deposit for him, and when there are also dogs all over my building including my floor. They don't bother doing their research before targeting you with noise complaints on a pet I have paid for. So if you have a pet do not bother paying for him here because clearly theyve forgotten they're PET FRIENDLY. You know this is not a place to call home when the employees themselves say their manager doesn't know what she is doing. This place is hell on earth. Don't waste your money with these people."
74060,12,5,NIL
74060,12,1,Don't waste your time there. They show you a nice furniture room and then they gave you a dirty a ugly one..
74060,12,4,"Update: they called and resolved the issue with us so the rating has gone from 1 to 4 stars. Just adding the update instead of completely rewriting this review because everything said is still true, but at least they've resolved the issue with us. 

The staff lie to your face and will charge you thousands the next day. Lived here for 6 months. Ac was constantly breaking. Took them 5 months to fix it. Dishwasher stoped working that took another 2 months for them to fix. Moved out early and was told face to face with staff that we would not be breaking our lease if we continued to pay rent. Told us we had till the end of the lease to come back and clean the apartment and finalize everything. Not even two weeks later we receive a letter from them telling us the opposite and are now trying to charge us over 3000 in lease break fees. We can afford a lawyer. I don't recommend living here if you can."
74060,12,1,"One star because the staff in office was always so nice and helpful whilst I lived there.

After moving, I get a huge bill to replace things that are regular wear and tear by me living there over 2 yrs and things already damaged and over used BEFORE I MOVED IN such as carpet, sinks and back door. It was documented but I guess that was forgotten. I take responsibility for the non cleaning upon move out which would have been more than covered by my deposit and pet rent charged monthly. My move out charges were quite embellished to make things look like I just flat out lived like a slob and didn't care. A kitchen pipe burst next door and flooded some of my apt, damaged the already used carpet and they want me to pay to replace it.  I will fight it and fight it because I believe justice will be given to me, even if it's delayed. I have friends who have moved out and had this issue as well with this complex. They want to line their pockets. You pay deposits, you pay rent and you pay again after you move. Make this apartment complex your last resort. YOUR VERY LAST RESORT."
74060,12,1,"I live there twice, had fallen on hard times. I did everything in my power to be a good tenant. But living on a fixed income always was late with rent. My fault rent due on first. I get that. I was asked to move so I did, front office and maint. helped me. But then months later I saw on my credit report left apartment where abouts unknown. Lie after lie. And they refused remove them."
74060,12,1,NIL
70589,7,1,"If I could rate this place less than 1 star I would! Horrible problem with roaches! The property manager offers no help to resolve any problems and is hardly even in the office. Multiple times I have called while at work to get resolutions on issues and the phone just constantly rings. 

Save yourself the headache and rent somewhere else! Now that Cirrus Asset Management owns this place, it has quickly gone downhill!"
70589,12,1,"If i could give it a 0 I would. It is a joke! I paid on time here. Probably the cleanest one here. I made sure my apartment was clean and spotless before leaving this apartment. I shouldn't have even stayed. Veronica who'm kept harping me to write her a good review and survey to here manager. so I did out of fear they were going to screw me for my deposit. Well I spent countless days waiting for my ""already mailed check"" and it didn't come. I call they don't answer. I write 20 or more emails with no answer. As i moved to a different state it was almost impossible for me to just go to this location and ask what is going on. it is tax season. so i check my credit score.... and low and behold.... look who is trying to scam me 200 hundred more dollars? BOWMANS WALK. I do not even know what I am being charged for! If it didn't look so un-professional I would have swore more than once here. TAKE MY ADVISE DO NOT WASTE YOUR TIME.  In the end. You are better off paying for a more expensive apartment. Not to mention they complain about the heat you use and the disposal. And i am pretty sure the maintenance man stole my beats by dre out of my apartment. By the way Veronica and the maintenance man are related. So even if i reported those missing it wouldn't of mattered. STAY CLEAR FROM THIS APARTMENT!"
70589,12,2,NIL
70589,12,1,"Scummy management, bed bugs in units, constantly have to nag maintenance to get anything done, and don't give them a big deposit because you won't get it back - they will make up reasons to keep it no matter how clean you are. I've lived in a lot of complexes and this one is the worst by a longshot."
71409,0.5,1,"So now the gates closed for 90 days for a city ""project"". Anything to cause an inconvenience. 
Also parking as gotte  so bad. Not that many people that live here yet they allow everyone that has 5 cars to park them in resident parking infront of all tue buildings. So if your a driver plan to walk to complex from wherever you park. Because theres no where her to park."
71409,0.5,1,NIL
71409,2,4,"Biggest inconvenience was the construction, but as somebody who lived here before it started, it was very necessary. Staff is friendly if a little disorganized. Overall was not a bad experience, and was what I expected going into the rental agreement, an older complex with lower rates. The main highlight of this place is the location right off 79 right next to HEB and the creek that runs right next to it."
71409,2,1,"The poorly trained staff, can take no accountability for their issues. They just say it’s part of apartment living. Well I beg to differ. I will be moving soon can’t wait. If you are considering renting from here I would reconsider. Not worth the stress from being unable to do dishes, shower for work, things of that nature because your water will be turned off once or twice a week, with notice only if your lucky."
71409,2,1,"Everything was fine until they started making changes. The guys who were painting the place they don't care if they paint your stuff or if they mess up your stuff I had some Christmas lights outside of my Apartment and they stole on whole set of them and also I have a lot of stuff in my balcony and when they came to paint they just moved everything and they just lived the mess and dirt in my balcony I told this to the office and they don't even care about what their workers do, also I hate how they always shut the water off on every Apartment almost every single morning we don't have water to shower, wash clothes or wash dishes this place is a joke"
71409,4,5,NIL
71409,7,1,"Excellent place very quiet, only in building 13 the neighbors have dogs and do their needs and do not clean them and the complex does nothing to correct these things
 When they fix that, I would give them 5 stars"
71409,9,5,I Have Lived Here A Little Over A Yr & I Love It. Neighbors Are Friendly & Ashley In The Front Office Is Always So Kind & Genuine. As Is Sarah. They Are Doing Wonders For The Apt. Please Keep It Up :)
71409,10,5,This place is wonderful! I really love this place! its really nice!
71409,10,1,NIL
71409,11,1,I've been at the creek for 2yrs now. Since than I've had nothing but problems from my patio ceiling falling 2x and it took months to fix. Every time i call for maintenance they come look at the problem and never return. My pantry has been stapled in an attempt to be fixed b4 i got here I've waiting and nothing to fix the problem. These buildings are old and its been finally after 2yrs they fixed the outside but the inside is worn and damaged with temporary bandaids to hold together.
71409,11,1,I moved in a month ago.  There was a leak in the apartment above me.  It is still not fixed.  I have spoken to other residents that say they have had tickets in for over 6 months for active leaks.  Spoke to the maintenance man who informed me there are multiple apartments with active leaks.  DO NOT MOVE IN TO THESE APARTMENTS!
